review,tokens_join,sentiment_score,sentiment_label
"日本人真的是超多,老酒店房间布局还可以，就是地毯怪味太多,房间空气不太好，窗户不好打开。服务还行，交通方便，去火车站、快轨、景点都很方便，就是在火车站旁边环境比较乱。房间价格稍贵，基本上还比较有竞争力。","日本 真的 超多 , 老 酒店 房间 布局 还 可以 ， 就是 地毯 怪味 太 多 , 房间 空气 不太好 ， 窗户 不好 打开 。 服务 还 行 ， 交通 方便 ， 去 火车站 、 快轨 、 景点 方便 ， 就是 火车站 旁边 环境 比较 乱 。 房间 价格 稍贵 ， 基本上 还 比较 竞争力 。",0.007356008649784,0
"酒店位置不错,离南京路很近但是闹中取静.二楼西餐厅菜品丰富,但是行政楼层的早餐太过简单,比不上其他五星酒店的行政俱乐部.行政间配有电脑,但是传真/打印机没有接上,形同虚设.酒店电梯需要插入房卡才可以使用,但是有几台电梯的设备不灵,非常不方便-我至少遇到两次到不了我选择楼层的情况,而随着电梯到其他楼层又转其他电梯上上下下.值得一提的是体贴的客房服务,非常友好和周到.","酒店 位置 不错 , 离 南京路 很近 但是 闹中取静 . 二楼 西餐厅 菜品 丰富 , 但是 行政 楼层 早餐 太过 简单 , 比不上 其他 五星 酒店 行政 俱乐部 . 行政 间 配有 电脑 , 但是 传真 / 打印机 没有 接上 , 形同虚设 . 酒店 电梯 需要 插入 房卡 才 可以 使用 , 但是 几台 电梯 设备 不灵 , 非常 方便 - 至少 遇到 两次 到 不了 选择 楼层 情况 , 而 随着 电梯 到 其他 楼层 又 转 其他 电梯 上上下下 . 值得一提的是 体贴 客房 服务 , 非常 友好 周到 .",0.0050743269092256,0
前台接待服务素质需要提高，登记时等待时间较长，房间还行，,前台 接待 服务 素质 需要 提高 ， 登记 时 等待时间 较长 ， 房间 还 行 ，,0.0201096992827058,0
我住的行政房是全新的，有五星级标准*v*。只可惜楼顶的中餐厅在停业装修，我挺喜欢这个餐厅的，正宗广东菜，希望下次来时复业了。似乎酒店花了很多精力在装修更新。,住 行政 房是 全新 ， 五星级 标准 * v * 。 只 可惜 楼顶 中餐厅 停业 装修 ， 挺 喜欢 这个 餐厅 ， 正宗 广东菜 ， 希望 下次 来时 复业 。 似乎 酒店 花 很多 精力 装修 更新 。,0.9050621220332066,1
"对这个酒店的失望是从踏入酒店后的第一分钟开始,一直持续到离开这个酒店后的一个半月,1)1月22日入住,下雪,下了车拿着行李,门童视而不见;2)大堂暖气不足,温度很低3)入住花了差不多二十分钟,其实前台客人并不多,主要是工作人员明显是生手,而且态度还很生硬4)半夜一点洗澡,没热水,打N多次电话,过了差不多半小时才有一个工程人员上来帮助解决问题5)上网,网络是坏的,同样需要工作人员搬开家具来维修6)终于要睡觉了,才发觉过道的等无法关掉,接着又让维修人员上来维修,结果是维修人员也无法解决问题,只能拔掉灯泡7)真正的噩梦是1月23日离开店结帐,首先我要找大堂经理对昨晚这些问题问个所以然,结果过了半小时才见到大堂经理,又过了半小时才决定给我打8折.结帐时,涮了第一次卡号称POS机坏了,我明明听到是连通了,但工作人员硬说没连通,结果又刷了第2次,结果我打电话到银行问,证明酒店的确是刷了我2次672元.大堂经理答应马上传真通知银行取消一次,结果离开武汉后酒店一直没退款,又打了无数次长途,终于退了款.我去银行核查,酒店是2月20日把手续发到银行的,款是2月28日到我帐的.真的是不明白,这种酒店怎么能开业接客.可不可思议的是这种酒店管理公司怎么还有人用?居然还五星标准,我看是4星的硬件,招待所的服务水准,连快捷酒店都比不上","对 这个 酒店 失望 是从 踏入 酒店 后 第一分钟 开始 , 一直 持续 到 离开 这个 酒店 后 一个半月 , 1 ) 1 月 22 日 入住 , 下雪 , 下 车 拿 着 行李 , 门童 视而不见 ; 2 ) 大堂 暖气 不足 , 温度 低 3 ) 入住 花 差不多 二十分钟 , 其实 前台 客人 并不多 , 主要 工作人员 明显 生手 , 而且 态度 还 生硬 4 ) 半夜 一点 洗澡 , 没 热水 , 打 N 多次 电话 , 过 差不多 半小时 才 一个 工程 人员 上来 帮助 解决问题 5 ) 上网 , 网络 坏 , 同样 需要 工作人员 搬开 家具 来 维修 6 ) 终于 要 睡觉 , 才 发觉 过道 等 无法 关掉 , 接着 又 让 维修 人员 上来 维修 , 结果 维修 人员 无法 解决问题 , 只能 拔掉 灯泡 7 ) 真正 噩梦 1 月 23 日 离开 店 结帐 , 首先 我要 找 大堂 经理 对 昨晚 这些 问题 问个 所以然 , 结果 过 半小时 才 见到 大堂 经理 , 又 过 半小时 才 决定 给 打 8 折 . 结帐 时 , 涮 第一次 卡 号称 POS 机坏 , 明明 听到 连通 , 但 工作人员 硬 说 没 连通 , 结果 又 刷 第 2 次 , 结果 打电话 到 银行 问 , 证明 酒店 的确 刷 2 次 672 元 . 大堂 经理 答应 马上 传真 通知 银行 取消 一次 , 结果 离开 武汉 后 酒店 一直 没 退款 , 又 打 无数次 长途 , 终于 退 款 . 去 银行 核查 , 酒店 2 月 20 日 把 手续 发到 银行 , 款 2 月 28 日到 帐 . 真的 明白 , 这种 酒店 怎么 能 开业 接客 . 可 不可思议 这种 酒店 管理 公司 怎么 还有 人用 ? 居然 还 五星 标准 , 看 4 星 硬件 , 招待所 服务 水准 , 连 快捷酒店 比不上",0.0,0
虽然酒店比较陈旧，但整体服务很好，遇事处理反应很快，交通也便利，下次来还会选择入住这里。,虽然 酒店 比较 陈旧 ， 但 整体 服务 好 ， 遇事 处理 反应 很快 ， 交通 便利 ， 下次 来 还 会 选择 入住 这里 。,0.9818631888073466,1
非常不错的酒店，虽然不是在处在市中心，但是离钟楼、鼓楼不远，出租车起步价即可，或者可以坐公车606路，车站就在酒店对面。酒店环境不错，房间很干净，工作人员服务也比较好。,非常 不错 酒店 ， 虽然 不是 处在 市中心 ， 但是 离 钟楼 、 鼓楼 不远 ， 出租车 起步价 即可 ， 或者 可以 坐公车 606 路 ， 车站 酒店 对面 。 酒店 环境 不错 ， 房间 干净 ， 工作人员 服务 比较 好 。,0.9999991843023078,1
1.交通便利2.房间干净，装修的风格个人比较喜欢3.酒店周边环境不是很好，不过在市中心这一点可能无法做得太好4.服务态度还不错酒店的餐厅没去，下次有机会一定要吃一下传说中5元的炒米粉。,1 . 交通 便利 2 . 房间 干净 ， 装修 风格 个人 比较 喜欢 3 . 酒店 周边环境 不是 好 ， 不过 市中心 一点 可能 无法 做 得 太 好 4 . 服务态度 还 不错 酒店 餐厅 没 去 ， 下次 机会 一定 要 吃 一下 传说 中 5 元 炒 米粉 。,0.938281845965208,1
房间清理得不是狠及时，服务基本到位。周围环境稍有嘈杂，仍是闹中取静的地方。2015是我住的房间，如果下次去还要住这里，“好”就是一个字！！p.s.对面纽家巷左手第一家小店早餐大饼＋油条＋咸豆浆是人间盛宴，不可或缺,房间 清理 得 不是 狠 及时 ， 服务 基本 到位 。 周围环境 稍 嘈杂 ， 仍 闹中取静 地方 。 2015 住 房间 ， 如果 下次 去 还要 住 这里 ， “ 好 ” 就是 一个 字 ！ ！ p . s . 对面 纽家巷 左手 第一家 小店 早餐 大饼 ＋ 油条 ＋ 咸 豆浆 人间 盛宴 ， 不可或缺,0.3457719517391715,0
"这酒店太烂了，左、右及后边是3个大型的娱乐场所，吵闹声一直到凌晨3点多，酒店隔音很差。房间装修很俗，中央空调声音很响。宾馆反馈2008年7月15日：尊贵的客人，谢谢您对本酒店提出宝贵的意见。我们非常地抱歉在您入住本酒店期间给您带来的不便,对于您提出空调响的问题,我们酒店管理层非常重视,马上找专业人员改善空调的问题，今后我们将不断改进我们的不足,为您及所有宾客提供更优质服务,再次感谢您,并期待您的下次光临,谢谢!","酒店 太烂 ， 左 、 右及 后边 3 个 大型 娱乐场所 ， 吵闹声 一直 到 凌晨 3 点多 ， 酒店 隔音 很差 。 房间 装修 很俗 ， 中央空调 声音 很响 。 宾馆 反馈 2008 年 7 月 15 日 ： 尊贵 客人 ， 谢谢您 对本 酒店 提出 宝贵 意见 。 我们 非常 地 抱歉 您 入住 本 酒店 期间 给 您 带来 不便 , 对于 您 提出 空调 响 问题 , 我们 酒店 管理层 非常重视 , 马上 找 专业 人员 改善 空调 问题 ， 今后 我们 将 不断改进 我们 不足 , 为 您 及 所有 宾客 提供 更 优质服务 , 再次 感谢您 , 并 期待 您 下次 光临 , 谢谢 !",3.9968028886505635e-15,0
酒店有点旧，房间比较小，但酒店的位子不错，就在海边，可以直接去游泳。8楼的海景打开窗户就是海。如果想住在热闹的地带，这里不是一个很好的选择，不过威海城市真的比较小，打车还是相当便宜的。晚上酒店门口出租车比较少。,酒店 有点 旧 ， 房间 比较 小 ， 但 酒店 位子 不错 ， 海边 ， 可以 直接 去 游泳 。 8 楼 海景 打开 窗户 就是 海 。 如果 想住 热闹 地带 ， 这里 不是 一个 好 选择 ， 不过 威海 城市 真的 比较 小 ， 打车 还是 相当 便宜 。 晚上 酒店 门口 出租车 比较 少 。,0.999275832685662,1
建议通过携程网上预定标准间最好含两份早餐。,建议 通过 携程网 上 预定 标准间 最好 含 两份 早餐 。,0.0212093493373179,0
距离机场还比较近，但是客房是点式住宅式的，丽景房房间非常小，卫生间马马虎虎，热水还不错。房间设施及装修感觉均比较陈旧，卫生状况一般。号称的室内恒温游泳池不开放，我游泳衣都带去了。晚上一直有客人在旁边房间吵闹，总的环境较差。,距离 机场 还 比较 近 ， 但是 客房 点式住宅 式 ， 丽 景房 房间 非常 小 ， 卫生间 马马虎虎 ， 热水 还 不错 。 房间 设施 及 装修 感觉 均 比较 陈旧 ， 卫生状况 一般 。 号称 室内 恒温 游泳池 开放 ， 游泳衣 带 去 。 晚上 一直 客人 旁边 房间 吵闹 ， 总 环境 较差 。,0.000943881609419,0
地理位置实在是好。我住的是单人大床房，进屋一看竟然跟套房一样，不过一个小屋有桌子和电视，另一个小屋只能放下一张床和电视，实在小得可怜。因为工作所以没有在酒店吃早餐，但是对面的郝刚刚羊杂割的确让人印象深刻，唯一的遗憾就是只有中午开门，晚上不营业……我想在酒店的商务中心买飞机票，竟然被告知不能刷卡，只能现金结帐，因此没买成，不爽！,地理位置 实在 好 。 住 单 人大 床房 ， 进屋 一看 竟然 跟 套房 一样 ， 不过 一个 小屋 桌子 电视 ， 另 一个 小屋 只能 放下 一张 床 电视 ， 实在 小得 可怜 。 因为 工作 所以 没有 酒店 吃 早餐 ， 但是 对面 郝 刚刚 羊杂 割 的确 让 印象 深刻 ， 唯一 遗憾 就是 只有 中午 开门 ， 晚上 营业 … … 想 酒店 商务中心 买 飞机票 ， 竟然 被 告知 不能 刷卡 ， 只能 现金 结帐 ， 因此 没买成 ， 不爽 ！,2.7447019212978322e-08,0
"距离川沙公路较近,但是公交指示不对,如果是""蔡陆线""的话,会非常麻烦.建议用别的路线.房间较为简单.","距离 川沙 公路 较近 , 但是 公交 指示 对 , 如果 "" 蔡陆线 "" 的话 , 会 非常 麻烦 . 建议 用 别的 路线 . 房间 较为简单 .",0.8260807037983708,1
我是7/24晚上22时入住的1603商务大床房之后换至1611房，在过程中发现酒店优缺点都存在，以下简要说明：缺点：1、1603房马桶上有毛发。可能由于我本身做的就是酒店行业，对这方面特别挑剔吧！通知客房部后马上来人清理。2、1603房防盗链无法正常使用。这可是安全问题，希望酒店引起重视！通知前厅部马上换房至1611.3、1611房床单上有未洗干净的血迹。床单是清洗过，但是没有清洗干净的床单不应该铺上床！通知客房部更换床单。4、1611房间浴室淋浴水太小。自己克服。5、25日晚在锦绣江南餐厅用餐在一盘清炒芦笋中发现一根头发。之后退货，餐厅付经理以两份水果表示歉意。优点：1、前厅部服务员态度非常好，对于以上问题的发生不停的表示歉意，害得我都不好意思！呵呵！2、地理位置不错，就是附近餐饮店太少。3、客房部、礼宾部员工态度也很不错，始终有微笑在脸上。让人感觉舒服！综合上述：下次去烟台还会住中心大酒店。补充点评2008年7月31日：建议酒店可以把在携程上的照片更新以下了，房间的照片显得好陈旧！其实16楼的房间装修的很时髦呀！宾馆反馈2008年8月1日：尊敬的客人：您好！非常感谢您提出的宝贵意见！对于本次在入住期间给您带来的不便，我们深感不安，说明我们的工作还有很多不到位之处。对于您反馈的情况，我们非常重视并将通过努力持续改进工作，使每一位客人在入住期间愉快、舒适！同时非常感谢并您对房间图片的建议，并予采纳，对此您本人将获得下次酒店入住一次免费升级体验的机会。再次感谢您对酒店的建议！,7 / 24 晚上 22 时 入住 1603 商务 大床 房 之后 换至 1611 房 ， 过程 中 发现 酒店 优缺点 存在 ， 以下 简要 说明 ： 缺点 ： 1 、 1603 房 马桶 上 毛发 。 可能 由于 本身 做 就是 酒店 行业 ， 对 这方面 特别 挑剔 吧 ！ 通知 客房部 后 马上 来 清理 。 2 、 1603 房 防盗链 无法 正常 使用 。 可是 安全 问题 ， 希望 酒店 引起 重视 ！ 通知 前厅 部 马上 换房 至 1611.3 、 1611 房 床单 上 未 洗 干净 血迹 。 床单 清洗 过 ， 但是 没有 清洗 干净 床单 应该 铺 上床 ！ 通知 客房部 更换 床单 。 4 、 1611 房间 浴室 淋浴 水 太小 。 自己 克服 。 5 、 25 日晚 锦绣 江南 餐厅 用餐 一盘 清炒 芦笋 中 发现 一根 头发 。 之后 退货 ， 餐厅 付 经理 以 两份 水果 表示歉意 。 优点 ： 1 、 前厅 部 服务员 态度 非常 好 ， 对于 以上 问题 发生 不停 表示歉意 ， 害得 不好意思 ！ 呵呵 ！ 2 、 地理位置 不错 ， 就是 附近 餐饮店 太 少 。 3 、 客房部 、 礼宾 部 员工 态度 不错 ， 始终 微笑 脸上 。 让 感觉 舒服 ！ 综合 上述 ： 下次 去 烟台 还会 住 中心 大酒店 。 补充 点评 2008 年 7 月 31 日 ： 建议 酒店 可以 把 携程 上 照片 更新 以下 ， 房间 照片 显得 好 陈旧 ！ 其实 16 楼 房间 装修 时髦 呀 ！ 宾馆 反馈 2008 年 8 月 1 日 ： 尊敬 客人 ： 您好 ！ 非常 感谢您 提出 宝贵意见 ！ 对于 本次 入住 期间 给 您 带来 不便 ， 我们 深感不安 ， 说明 我们 工作 还有 很多 到位 之 处 。 对于 您 反馈 情况 ， 我们 非常重视 并 将 通过 努力 持续 改进 工作 ， 使 每 一位 客人 入住 期间 愉快 、 舒适 ！ 同时 非常感谢 并 您 对 房间 图片 建议 ， 并予 采纳 ， 对此 您 本人 将 获得 下次 酒店 入住 一次 免费 升级 体验 机会 。 再次 感谢您 对 酒店 建议 ！,0.0,0
我们住的是四室一厅的小牧屋，已经第二次去了，感觉挺好的，很适合人数较多的度假活动。周边有大学城，吃饭问题也可以解决了。一定还会去。但是卫生设施不是很方便。用的是电热水器，洗个澡5分钟不到水就冷了。电视机只能收到3、4个台。不过那么多人本来就是去玩的，这个就忽略不计了。。。,我们 住 四室 一厅 小牧屋 ， 已经 第二次 去 ， 感觉 挺 好 ， 适合 人数 较 多 度假 活动 。 周边 大学城 ， 吃饭问题 可以 解决 。 一定 还会 去 。 但是 卫生设施 不是 方便 。 用 电热水器 ， 洗个 澡 5 分钟 不到 水 冷 。 电视机 只能 收到 3 、 4 个 台 。 不过 那么 多人 本来 就是 去 玩 ， 这个 忽略不计 。 。 。,2.3206110795426227e-05,0
闹中取静，交通方便，价格实惠，服务基本到位，房间设施虽稍显简陋，但值得推荐。,闹中取静 ， 交通 方便 ， 价格 实惠 ， 服务 基本 到位 ， 房间 设施 虽 稍 显 简陋 ， 但 值得 推荐 。,0.999764641879733,1
这个酒店到还可以。但是最近两次住那里两晚以上，结果酒店每次都给携程说我只住了1晚就离店了，太不象话了，影响我的积分。酒店使这点小心眼，太不应该了！！！,这个 酒店 到 还 可以 。 但是 最近 两次 住 那里 两晚 以上 ， 结果 酒店 每次 给 携程 说 只 住 1 晚 离店 ， 太 不象话 ， 影响 积分 。 酒店 使 这点 小心眼 ， 太 应该 ！ ！ ！,4.424406491176924e-06,0
住了几次，这次还特意带了朋友一起去入住，结果，酒店的早餐让我们太失望了，越来越差啊，九点去的时候吃的东西都没有什么了，以后我是不会再来了。,住 几次 ， 这次 还 特意 带 朋友 一起 去 入住 ， 结果 ， 酒店 早餐 让 我们 太 失望 ， 越来越 差 啊 ， 九点 去 时候 吃 东西 没有 什么 ， 以后 不会 再来 。,0.0025216393971558,0
很不错的酒店。住的8号楼，设施蛮新的，服务态度很好，门童很殷勤，早餐也颇丰富（早餐是我判断宾馆水平的重要标准），在细节上做得比较好，比很多挂牌四星要好。地理位置应该也算不错的。下次去还会住。,不错 酒店 。 住 8 号楼 ， 设施 蛮 新 ， 服务态度 好 ， 门童 殷勤 ， 早餐 颇 丰富 （ 早餐 判断 宾馆 水平 重要 标准 ） ， 细节 上 做 得 比较 好 ， 比 很多 挂牌 四星 要 好 。 地理位置 应该 算 不错 。 下次 去 还 会 住 。,0.9998475013164884,1
房间很一般，小，且让人感觉脏，隔音效果差，能听到走廊的人讲话，走廊光线昏暗，旁边没有什么可吃,房间 一般 ， 小 ， 且 让 感觉 脏 ， 隔音 效果 差 ， 能 听到 走廊 讲话 ， 走廊 光线 昏暗 ， 旁边 没有 什么 可 吃,1.8510446282538066e-05,0
很好的酒店，为我司尊贵客户预订，周末入住行政楼层，28楼行政楼层落地窗户，朝南房间视野很好，可以俯瞰延安西路高架，由于是顶层，高架的隔音也很好！硬件设施很好，符合四星级标准！美中不足是行政楼层房间有些狭小，空间略显不足！另外，还有一点就是隔音不是很好，我们入住的客户有严重失眠，常被门外的脚步声和喧哗声惊醒！有待改进！总之非常值得推荐入住！,好 酒店 ， 为 我司 尊贵 客户 预订 ， 周末 入住 行政 楼层 ， 28 楼 行政 楼层 落地 窗户 ， 朝南 房间 视野 好 ， 可以 俯瞰 延安 西路 高架 ， 由于 顶层 ， 高架 隔音 好 ！ 硬件 设施 好 ， 符合 四星级 标准 ！ 美中不足 行政 楼层 房间 有些 狭小 ， 空间 略显 不足 ！ 另外 ， 还有 一点 就是 隔音 不是 好 ， 我们 入住 客户 严重 失眠 ， 常 被 门外 脚步声 喧哗声 惊醒 ！ 有待 改进 ！ 总之 非常 值得 推荐 入住 ！,0.97958428499855,1
房间：住得商务大床房，房间大小还行（一个人住不需要太大），可惜我住的那间电话竟然被放到写字桌上，床头没有，希望能调整一下，方便住客，其他方面，房间很干净，就是有蚊子呵呵环境：本来环境应该还可以，可惜我入住的时候，外边正在修建高架桥，比较吵，幸好本人睡得比较实在，晚上听不见：）服务：这一项很满意，一进门就有门童帮忙拎行李，一直送到电梯口，大堂入住和退房手续办理的很快，态度也很好，离开时赶飞机，提前和酒店订好了出租车，下楼时候车已经等候在那里了，很方便。晚上很晚打电话咨询，接线生的态度都不错其他：麒麟阁的中餐很好吃，早餐种类也很多，不错不错,房间 ： 住 得 商务 大床 房 ， 房间 大小 还 行 （ 一个 人住 需要 太 大 ） ， 可惜 住 那间 电话 竟然 被 放到 写字 桌上 ， 床头 没有 ， 希望 能 调整 一下 ， 方便 住客 ， 其他 方面 ， 房间 干净 ， 就是 蚊子 呵呵 环境 ： 本来 环境 应该 还 可以 ， 可惜 入住 时候 ， 外边 正在 修建 高架桥 ， 比较 吵 ， 幸好 本人 睡得 比较 实在 ， 晚上 听不见 ： ） 服务 ： 一项 满意 ， 一 进门 门童 帮忙 拎 行李 ， 一直 送到 电梯 口 ， 大堂 入住 退房 手续 办理 很快 ， 态度 好 ， 离开 时赶 飞机 ， 提前 酒店 订好 出租车 ， 下楼 时候 车 已经 等候 那里 ， 方便 。 晚上 晚 打电话 咨询 ， 接线生 态度 不错 其他 ： 麒麟 阁 中餐 好吃 ， 早餐 种类 很多 ， 不错 不错,2.1886936707460336e-12,0
１、设备陈旧。墙纸剥落，毛巾破旧，灯泡不亮。２、使用日货。ＴＯＴＯ卫浴，ＳＯＮＹ电视。３、早餐奇差。整个餐厅没有小桌，都是十人的大桌，感觉就象一个大食厅。最可气的是没有水果，难以想象是一个四星级的酒店。４、价格混乱。本人是晚上10:48进酒店的，价格是420元，办完入住手续后发现晚上11:00后入住，价格为180元／晚，住三晚还送一晚，心中大感不平衡；总体感觉就一个字“差”。原本预定了两晚的房间，第二天一早8:30就逃出了酒店，搬到不远的新时空康年酒店。,１ 、 设备陈旧 。 墙纸 剥落 ， 毛巾 破旧 ， 灯泡 不亮 。 ２ 、 使用 日货 。 Ｔ Ｏ Ｔ Ｏ 卫浴 ， Ｓ Ｏ Ｎ Ｙ 电视 。 ３ 、 早餐 奇差 。 整个 餐厅 没有 小桌 ， 十人 大桌 ， 感觉 就象 一个 大食厅 。 最可气 没有 水果 ， 难以想象 一个 四星级 酒店 。 ４ 、 价格 混乱 。 本人 晚上 10 : 48 进 酒店 ， 价格 420 元 ， 办完 入住 手续 后 发现 晚上 11 : 00 后 入住 ， 价格 为 180 元 ／ 晚 ， 住三晚 还 送 一晚 ， 心中 大感 平衡 ； 总体 感觉 一个 字 “ 差 ” 。 原本 预定 两晚 房间 ， 第二天 一早 8 : 30 逃出 酒店 ， 搬 到 不远 新时空 康年 酒店 。,0.0,0
"价格越来越高了,周遍不方便,去哪里都需要打车.不过装修风格很时尚舒适.服务态度不错.","价格 越来越 高 , 周遍 方便 , 去 哪里 需要 打车 . 不过 装修 风格 时尚 舒适 . 服务态度 不错 .",0.993496934730754,1
这是一家国营的宾馆，感觉一般般！设施比较陈旧！,这是 一家 国营 宾馆 ， 感觉 一般般 ！ 设施 比较 陈旧 ！,0.0330252792120789,0
"酒店位置在很市中心的地方,房间也不错,旁边有一个府山公园.早餐品种不是很丰富.","酒店 位置 市中心 地方 , 房间 不错 , 旁边 一个 府 山 公园 . 早餐 品种 不是 丰富 .",0.9512133244729896,1
隔音比较好，就是房间光线暗了点，装修比较陈旧，但是价钱挺便宜，还算物有所值。离市区比较远，附近治安比较差，建议去住的人晚上不要出去，因为外面是城乡结合部,隔音 比较 好 ， 就是 房间 光线 暗 点 ， 装修 比较 陈旧 ， 但是 价钱 挺 便宜 ， 还 算 物有所值 。 离 市区 比较 远 ， 附近 治安 比较 差 ， 建议 去 住 晚上 不要 出去 ， 因为 外面 城乡 结合部,0.0725655635482721,0
酒店的交通不很方便，电梯特别慢，其余还是如家特色。,酒店 交通 方便 ， 电梯 特别 慢 ， 其余 还是 如 家 特色 。,0.5483865739043464,1
房间很旧，停车要收10元一晚，服务态度还可以,房间 旧 ， 停车 要收 10 元 一晚 ， 服务态度 还 可以,0.008217662531665,0
非常好的服务，虽然酒店挂牌4星，但服务不比5星差，整个酒店的服务员都很热情，你所见到的每个人都会主动向你问好，该酒店在细节的服务上也做的非常好，如：你在大堂内入座，服务员马上会给你上茶水和毛巾，都是免费的哦；你下出租车，服务员马上会递给你一张卡片，上面有你所乘坐的出租车号码，以免你万一有什么事可以找的到那辆车（因威海出租车的发票上没有车号）。如果一定要找一些酒店的缺点，那就是酒店的餐厅上菜的速度较慢，而且不要点川菜，因厨师不太会做。但不管如何，下次我去威海，还是会去该酒店入住。,非常 好 服务 ， 虽然 酒店 挂牌 4 星 ， 但 服务 不比 5 星差 ， 整个 酒店 服务员 热情 ， 你 所 见到 每个 会 主动 向 你 问好 ， 该 酒店 细节 服务 上 做 非常 好 ， 如 ： 你 大堂 内 入座 ， 服务员 马上会 给 你 上 茶水 毛巾 ， 免费 哦 ； 你 下 出租车 ， 服务员 马上会 递给 你 一张 卡片 ， 上面 你 所 乘坐 出租车 号码 ， 以免 你 万一 什么 事 可以 找 到 那辆车 （ 因 威海 出租车 发票 上 没有 车号 ） 。 如果 一定 要 找 一些 酒店 缺点 ， 那 就是 酒店 餐厅 上菜 速度 较慢 ， 而且 不要 点 川菜 ， 因 厨师 不太会 做 。 但 不管 如何 ， 下次 去 威海 ， 还是 会 去 该 酒店 入住 。,0.0007643496442832,0
酒店的环境很好，是个相当不错的度假村。尤其是9号楼的风景最佳。只是服务存在问题，9号楼无电梯，行李要自己提，游泳池没及时清理，水上漂浮树枝，另外对沿岸的杂草未及时清除。如果在管理上下点功夫，完全可以和开元度假村竞争。,酒店 环境 好 ， 个 相当 不错 度假村 。 尤其 9 号楼 风景 最佳 。 只是 服务 存在 问题 ， 9 号楼 无 电梯 ， 行李 要 自己 提 ， 游泳池 没 及时 清理 ， 水上 漂浮 树枝 ， 另外 对 沿岸 杂草 未 及时 清除 。 如果 管理 上下 点 功夫 ， 完全 可以 开元 度假村 竞争 。,0.0016808973646366,0
交通很方便，步行到八佰伴也就十分钟左右，房间也OK，酒店服务也很好，就是酒店里的蚊子很多。,交通 方便 ， 步行 到 八佰伴 十分钟 左右 ， 房间 OK ， 酒店 服务 好 ， 就是 酒店 里 蚊子 很多 。,0.1207777732137437,0
